"Quảng Nam đề nghị doanh nghiệp hỗ trợ kinh phí xóa nhà tạm, nhà dột nát",0
"Vụ thảm án 3 người tử vong ở Cà Mau: Khen thưởng tập thể, cá nhân phá án",1
Công ty đòi ‘xem việc’ trước khi ‘thử việc’ người lao động là đúng hay sai?,0
Tình hình lao động việc làm TP.HCM cuối năm,0
TP.HCM đề nghị doanh nghiệp sớm thông tin lương thưởng tết,0
Công ty đòi ‘xem việc’ trước khi ‘thử việc’ người lao động là đúng hay sai?,0
Tiền thưởng tết có phải đóng thuế thu nhập và bảo hiểm xã hội không?,0
"Pháp luật quy định thế nào về lương tháng 13, thưởng tết?",0
Hà Nội 'khát' bãi đỗ ô tô: 'Xẻ thịt' lòng đường để trục lợi,1
"Nhức nhối xe dù, bến cóc tại TP.HCM: Xe dù núp bóng hợp đồng",1
Hà Nội 'khát' bãi đỗ ô tô: Ai chịu trách nhiệm?,1
Bộ Quốc phòng thành lập Quân đoàn 12,0
Ban Thường vụ Quân ủy Trung ương làm việc với TP.HCM về công tác quốc phòng,0
Đồng Nai: Kết thúc chương trình diễn tập khu vực phòng thủ ở Thống Nhất,0
TP.HCM sẽ có hệ thống giám sát thông tin xấu độc trên mạng xã hội,0
Xử phạt 2 người tung tin 'cô gái nhiễm HIV lây cho nhiều người',1
Hải Dương: Phạt người tung tin sai sự thật về chặt cây đa khiến nhiều người chết,1
Ngoại giao cây tre Việt Nam giữa biến động toàn cầu,0
Bảo vệ nền tảng tư tưởng của Đảng không phải là vấn đề khô khan,0
"Cán bộ, đảng viên không gương mẫu thì còn nói được ai?",1
Từ Hàn Quốc về Việt Nam giữ thai mắc bệnh tim nguy hiểm,1
Nguy cơ gây nghiện từ sản phẩm đội lốt 'thanh năng lượng',1
Suýt mất chân sau pha va chạm bóng,1
"Sáng sương mù, trưa nắng nóng gây hại sức khỏe",1
Sinh con đầu lòng ở tuổi 45 sau 8 lần thai lưu,0
Rước họa sau tiêm tinh chất trắng da 'độc quyền' đón Tết,1
Cấy ghép điện cực giúp hồi phục sau chấn thương sọ não,0
Hệ thống Mắt Sài Gòn ký hợp tác với Hội Chữ Thập Đỏ,0
Giám đốc Sở Y tế TP HCM: 'Cần xử lý nghiêm người tấn công nhân viên y tế',1
Bệnh nhân ung thư ngày càng tăng và trẻ hóa,1
Nên ngủ trưa trong bao lâu?,0
Thoát mù nhờ giác mạc hiến từ người cho đã chết,0
Nhập viện vì ép cân cấp tốc bằng thực đơn toàn trứng,1
"Giáo sư, Hiệp sĩ Anh gốc Việt: 'Bác sĩ trẻ muốn giỏi phải học hỏi không ngừng'",0
Bác sĩ bị tấn công khi đến quán nhậu cấp cứu người say,1
Người mẫu Thái Lan bỏng nặng khi trị liệu bằng nhiệt,1
Bị bạn học ném ghế trúng mắt lệch thủy tinh thể,1
Suýt chết vì dùng thuốc giảm cân mua trên mạng,1
Nỗi lo uống thuốc tránh thai bị đột quỵ,1
Đưa con sang Việt Nam phẫu thuật bằng kỹ thuật chỉ hai nước làm được,0
Một người làm vườn ở Tiền Giang mắc đậu mùa khỉ,1
Bác sĩ Chợ Rẫy pha chế thành công thuốc phóng xạ,0
Hội chứng phổi trắng bùng phát ở nhiều nước,1
"Bói bài, thôi miên đội lốt 'chữa lành' tâm lý",1
"Mê ăn tiết canh thập cẩm, người đàn ông nhiễm 3 loại giun sán",1
Loét giác mạc do chủ quan khi mạt sắt bắn vào mắt,1
Mẹ ung thư di căn sinh 2 con khỏe mạnh,0
Thêm hàng chục người ở Nghệ An mắc bệnh bụi phổi,1
'Bác sĩ' Hà Duy Thọ chữa bệnh không phép bị phạt hơn 100 triệu đồng,1
16 học sinh nhập viện sau khi ăn kẹo không rõ nguồn gốc,1
Huyết tương người phụ nữ trắng đục như sữa,1
Lý do cựu ngoại trưởng Mỹ Henry Kissinger thọ 100 tuổi,0
Thanh sắt 40 cm đâm xuyên mông người đàn ông,1
Mất chân vì chủ quan triệu chứng sưng đau sau tập gym,1
Hạ đường huyết bởi ép cân cấp tốc trước Tết,1
Người ghép tạng cần dùng thuốc lâu dài sau mổ,0
Bệnh viện Phụ sản Hà Nội hợp tác chuyên môn cùng Gene Solutions,0
VinFuture tổ chức hội thảo về rối loạn miễn dịch,0
'Mũi sư tử' bịt kín đường thở,1
"Nhiều nước tăng ca bệnh hô hấp, Bộ Y tế khuyến cáo phòng dịch",1
Nhiều làn sóng dịch bệnh tấn công Mỹ,1
3 người bất tỉnh do ngạt khí than,1
Anh có thể là nước đầu tiên xóa sổ ung thư cổ tử cung,0
'Nhiều người ung thư không thể tiếp cận liệu pháp hiệu quả',0
"Ca Covid-19 tại Malaysia, Singapore tăng vọt",1
Nơi giới siêu giàu chi hàng chục nghìn USD mỗi tuần để trường thọ,0
6 cách kéo dài tuổi thọ trong chưa đầy 10 phút mỗi ngày,0
Những cặp vợ chồng U80 theo đuổi IVF để sinh con,0
Sốt xuất huyết ở Hà Nội hạ nhiệt,0
Phó chủ tịch Sao Thái Dương nhận giải thưởng Kova 2023,0
7 sáng kiến hướng về y tế cơ sở của TP HCM năm 2023,0
Liệu pháp điều trị ung thư có thể gây bệnh ung thư máu mới,1
Cần 110.000 đơn vị máu điều trị cấp cứu 3 tháng cuối năm,0
'Kết thúc dịch AIDS năm 2030 là thách thức với TP HCM',1
Việt Nam có nhà máy sản xuất thuốc điều trị ung thư đầu tiên,0
"Pin đồ chơi phát nổ, bé trai đa chấn thương",1
Đau bụng kinh cảnh báo căn bệnh khiến nhiều phụ nữ vô sinh,1
5 loại ung thư nhiều nhất Việt Nam,1
"Áp xe buồng trứng, nhiễm trùng huyết do hóc xương cá",1
Cô gái 'lột xác' sau 3 lần mổ tái tạo gương mặt,0
"Hút thuốc lá điện tử, phổi thanh niên như phổi ông già",1
'Tỷ lệ tuân thủ điều trị bệnh nhân đái tháo đường còn thấp',1
Cục Quản lý Dược tổ chức hội thảo về thẩm định hồ sơ đăng ký thuốc,0
Thanh niên tử vong do ăn trứng cóc,1
"'Hết vaccine tiêm mở rộng, nhiều dịch bệnh nguy cơ bùng phát'",1
2 quốc gia châu Âu đối mặt dịch viêm phổi tương tự Trung Quốc,1
Bí kíp đảo ngược lão hóa 4 năm của giáo sư di truyền học,0
"Không có bất thường siêu âm, phòng khám vẫn kết luận nhiều bệnh",1
Nhiều người Việt đi làm với trạng thái stress,1
"'Nhiều người quảng cáo chữa bệnh, bán thuốc trái phép trên mạng'",1
"'Bệnh viện tư đóng góp nguồn lực, sáng kiến nâng cao chất lượng y tế'",0
Giải độc gan Tuệ Linh Plus hỗ trợ tăng cường chức năng gan,0
Nam quan hệ đồng tính nhiễm HIV tăng gấp ba trong 11 năm,1
Việt Nam tham gia thử nghiệm vaccine lao mới,0
Sán làm tổ trong não từ thói quen ăn tiết canh,1
"6 cách tăng chất lượng máu giúp khỏe mạnh, sống lâu",0
Nam ca sĩ Hàn mắc bệnh ung thư chỉ gặp ở một trên 10 triệu người,1
"Mỹ chấp thuận thuốc trị ung thư Trung Quốc, bán cao gấp 30 lần",0
Trung Quốc nói đang kiểm soát tốt tình hình bệnh hô hấp,0
FPT Long Châu cập nhật giải pháp điều trị tiểu đường type 2,0
Hà Nội xuất hiện ca ho gà đầu tiên trong năm,1
Bị người lạ nghi ngáo đá dùng đũa đâm xuyên mắt,1
Bé gái tử vong vì nhiễm amip ăn não trong bể bơi,1
"Đột ngột méo mồm, liệt mặt sau giấc ngủ",1
Vượt qua cú sốc bị ung thư ở tuổi 28,0
Chết do mắc bệnh bụi phổi silic,1
Bí quyết giúp Jeff Bezos dẫn đầu trào lưu tỷ phú cơ bắp,0
Gần 10% trẻ em dưới 5 tuổi thiếu vitamin A,1
15.000 người khuyết tật được hỗ trợ cải thiện cuộc sống,0
Cách nào tăng chiều cao cho trẻ?,0
Hai bệnh viện đầu tiên Việt Nam đạt chuẩn chất lượng an toàn của Mỹ,0
Nguy kịch sau khi ăn 'thần dược' mật cá trắm,1
Bé 2 tuổi nguy kịch sau nhỏ mũi 30 phút,1
Phát hiện ung thư sau đốt vết đen ở chân,1
Tử vong vì uống quá nhiều nước,1
Trung tâm y tế để bác sĩ chưa có chứng chỉ hành nghề khám học sinh,1
Anh phát hiện trường hợp nhiễm cúm lợn đầu tiên ở người,1
Mẹ 2 con 'lột xác' nhờ giảm hơn 30 kg,0
New Zealand bỏ luật cấm hút thuốc,0
"FPT Long Châu 'thu cũ, đổi mới' xịt dành cho bệnh nhân hen suyễn",0
93 học sinh ngộ độc do ăn thịt kho nhiễm khuẩn,1
Hỏng mặt sau dùng thuốc tẩy nám cấp tốc,1
Thuốc chỉnh sửa gene đầu tiên thế giới hoạt động thế nào,0
"Biến dạng mặt, vỡ mũi từ thử thách bẻ 'đồ long đao'",1
WHO: Gần 92.000 ca nhiễm và 167 người tử vong vì đậu mùa khỉ,1
Loạt vi phạm của các cơ sở vận chuyển cấp cứu tư nhân ở TP HCM,1
Chật vật tìm mua morphine giúp người bệnh xoa dịu cơn đau cuối đời,1
Bệnh viện Thống Nhất mở trung tâm tiêm vaccine,0
"Hội thảo về hoạt chất Fucoidan tại Hà Nội, Cần Thơ và TP HCM",0
'Tấm séc nhiệm màu' đội lốt chữa lành tâm lý,1
Nguyên nhân dịch bệnh hô hấp bùng phát tại Trung Quốc,1
Bảo hiểm xã hội nói 'cần giữ giấy chuyển viện',0
"Mổ mắt phải ở Mỹ thất bại, về Việt Nam chữa mắt trái",1
200 ca ghép gan ở Bệnh viện 108,0
Vì sao bệnh nhân muốn chuyển viện lên tuyến trên?,1
BioVågen Việt Nam tặng thuốc hiếm cho trẻ sinh non,0
Cách nào phòng tiêu chảy cho trẻ hiệu quả?,0
Đôi đũa đâm xuyên não 5 tháng mới được phát hiện,1
Số ca bệnh phong cùi giảm mạnh,0
Nhiều người trẻ mắc bệnh tình dục do quan hệ sớm,1
'Việt Nam cần có ngân hàng người hiến tế bào gốc',0
Bà nội hiến gan cho cháu gái,0
Đề xuất BHYT thanh toán thuốc điều trị nam khoa,0
24 lần phẫu thuật của người vợ bị chồng thiêu sống bằng xăng,1
Vì sao nhiều người muốn 'xé nháp' 3 năm đại dịch?,0
Nên thay ga trải giường bao lâu một lần?,0
Sốc phản vệ nguy kịch sau khi bị ong đốt 50 nốt,0
Người đàn ông không dậy thì do mắc hội chứng hiếm,1
"Trẻ mắc hô hấp tại TP HCM tăng, không có tác nhân 'bất thường'",1
Bệnh viện công đầu tiên TP HCM triển khai bệnh án điện tử,0
Thực hư lọc máu ngừa đột quỵ,1
WHO: Biến chủng Covid-19 vẫn còn là mối đe dọa,1
17 học sinh nhập viện nghi ngộ độc thực phẩm,1
Bác sĩ Việt ở Nam Sudan 'hồi sinh' cánh tay lính công binh,0
Vaccine tiêm chủng mở rộng tại TP HCM 'chỉ đủ dùng vài ngày',1
"'Bỏ giấy chuyển viện, hệ thống y tế sẽ bị triệt tiêu'",1
Ghép tế bào gốc cứu sống bé gái ung thư thận,0
Tiềm năng sức khỏe từ dự án cấy chip vào não người của Elon Musk,0
Bỏng mặt sau thủ thuật triệt lông,1
'Ba không' của những người sống đến 100 tuổi,0
"Ăn củ ráy chữa xương khớp, người phụ nữ bỏng niêm mạc",1
Người 'giải mã' bộ não cứu bệnh nhân trầm cảm,0
Khai trương phòng khám thẩm mỹ Vinmec-View Beauty Center tại Royal City,0
Tại sao hệ tiêu hóa khỏe giúp ngăn ngừa stress?,0
"'Giáo viên, nhân viên y tế nên tiêm vaccine cúm'",0
Bé trai bị rối loạn học tập,1
Bệnh viện tuyến cuối về chỉnh hình TP HCM được giảm tải,0
Ngộ độc do uống 60 viên paracetamol,1
Người dân Vùng Xanh sống khỏe nhờ liệu pháp âm nhạc,0
Giá khám chữa bệnh bảo hiểm y tế tăng 10%,1
Thuốc cholesterol làm giảm nguy cơ tử vong do ung thư vú,0
Nguy cơ mù lòa do mắc zona ở mắt,1
Sưng bao quy đầu 6 tháng do hội chứng chuyển hóa,1
Bệnh nhi hô hấp tại TP HCM tăng,1
Bé gái bị ong đốt thoát cửa tử sau 2 tháng thở máy,0
Khối u vú chực chờ vỡ do tự điều trị tại nhà,1
Anh phê duyệt thuốc chỉnh sửa gene đầu tiên trên thế giới,0
Phát hiện ung thư đại tràng sau hai tuần đau bụng,1
60% ca đậu mùa khỉ ở TP HCM là người nhiễm HIV,1
Vaccine ở người lớn - giải pháp cho thách thức già hóa dân số,1
Hơn 30.000 đơn vị tiểu cầu được hiến cứu người,0
Bất ngờ đột quỵ khi đang ăn cơm,1
"Bé trai chào đời nặng gần 6,1 kg",0
Người phụ nữ mắc 3 loại ung thư,1
Phục hồi nhanh sau đột quỵ nhờ tập trên máy thực tế ảo,0
Số ca mổ tim ở Việt Nam tăng gấp đôi trong 9 năm,1
Mổ thẩm mỹ 'chui' khi đang bị đình chỉ hoạt động,1
Nhiều phụ nữ Hà Nội thừa cân béo phì,1
Nhiều trẻ sơ sinh nặng từ 500 gram được cứu sống,0
7.000 tỷ đồng BHYT chưa quyết toán cho bệnh viện sẽ được xử lý thế nào,1
Gần đứt cánh tay do áo chống nắng cuốn vào bánh xe,1
Ngộ độc sau khi đốt nến thơm trong phòng,1
Đề xuất BHYT chi trả phí điều trị vô sinh hiếm muộn,0
Bệnh viện chưa được quyết toán hơn 7.000 tỷ đồng BHYT,1
Ung thư lan rộng sau hai lần bỏ điều trị,1
Sốc phản vệ sau 15 phút uống thuốc chữa viêm họng,1
TP HCM hết vaccine tiêm chủng mở rộng,1
'Nhiều học sinh ngộ độc thực phẩm bị tụt huyết áp',1
Israel chiết xuất tinh trùng của người thiệt mạng trong chiến tranh,1
Nguyên nhân khiến sinh lý nam giới yếu đi trong 50 năm,1
Chiếc đũa ngăn co giật khiến bé gái tổn thương miệng,1
"Đắp nhựa xương rồng, da người đàn ông như vảy rắn",1
Ba thực phẩm giúp người dân Vùng Xanh sống đến 100 tuổi,0
Hai lần sống sót qua cửa tử ung thư,0
50 học sinh nhập viện nghi ngộ độc thực phẩm,1
Tòa án Tối cao Mỹ bác đơn kháng cáo vụ kiện vaccine Covid-19,0
"Mổ lấy thai sớm, 2 trẻ sơ sinh nguy kịch",1
Tổn thương mặt sau trị sẹo ở spa,1
"Pháo tự chế phát nổ, bé trai dập nát tay",1
Chế độ ăn giúp Cher có ngoại hình trẻ trung ở tuổi U80,0
Đinh sắt dài 5 cm cắm trên đầu chàng trai,1
Mùa lễ hội cuối năm khiến nhiều người tăng cân,1
Cứu bé trai bị đạn bắn xuyên đầu,1
Loại quả giúp giảm nguy cơ đãng trí tuổi già,0
Cứu người đàn ông chỉ còn 10% cơ hội sống,0
'Bác sĩ' chữa bệnh không phép,1
Cuộc chiến trên giấy chứng tử từ vụ kiện AstraZeneca,1
Sản phụ hai lần ngưng tim thoát cửa tử,0
Cách ăn uống giúp người phụ nữ Vùng Xanh sống 104 tuổi,0
Thuốc trị béo phì giảm 20% nguy cơ mắc các vấn đề tim mạch,0
Thói quen đơn giản ngừa bệnh tim và đột quỵ,0
'Khó có thuốc chữa khỏi HIV hoàn toàn',1
Vaccine cúm bảo vệ người cao tuổi như thế nào?,0
Khám miễn phí bệnh nhân vảy nến,0
Người già Việt Nam mắc trung bình 7 bệnh,1
Em bé đầu tiên phía Nam tổn thương đa tạng do sốt mò,1
Người phụ nữ mang thai đôi từ hai tử cung,0
"Nam thanh niên bệnh đậu mùa khỉ, một người tiếp xúc nghi nhiễm",1
Loại thuốc có thể giảm một nửa nguy cơ tử vong do ung thư phổi,0
"Thức khuya, bỏ bữa, thiếu niên phải cắt nửa dạ dày",1
"Tiêm tinh chất hủy mỡ, cô gái nổi cục khắp cơ thể",1
Chuyên gia đưa giải pháp công nghệ cho ngành y tế,0
Phát hiện ung thư võng mạc từ một chấm trắng ở mắt,1
Dự báo dân số Việt Nam giảm còn 72 triệu người vào năm 2100,1
Phát hiện ung thư di căn từ triệu chứng đau thắt bụng,1
'Kêu cứu' vì thị lực còn 2/10 sau mổ mắt cận,1
16% người Hà Nội tiền đái tháo đường,1
Nhiều trẻ em mắc đái tháo đường,1
Suy gan thận do uống nhầm hóa chất trong chai nước,1
Sống lại sau ba giờ ngưng tim,0
TP HCM chi hơn 104 tỷ đồng hỗ trợ cộng tác viên sức khỏe cộng đồng,0
Bác sĩ Anh mách 5 cách ăn giúp giàu năng lượng cả ngày,0
Bệnh nhân nam khoa 'tặng tiền khám' cho người đến sau,0
Cứu sống người bị bóc tách động mạch chủ,0
Đề xuất hỗ trợ tiền cho phụ nữ sinh con thứ hai,0
Khoảng 7 triệu người Việt bệnh đái tháo đường,1
Ca ghép toàn bộ mắt đầu tiên trên thế giới,0
Chi hàng trăm USD xét nghiệm gene tài năng cho con,0
Vaccine Covid-19 của AstraZeneca bị kiện,1
Biến chứng nặng của bệnh bạch hầu,1
Thêm hơn 10.000 ca nhiễm HIV mới,1
"Phát hiện ung thư thực quản sau một tháng ăn kém, sụt cân",1
Bị ghẻ nhưng nhầm thành sùi mào gà,1
Hai viện lập phòng mổ đặc biệt cứu bé sơ sinh,0
Tử vong sau khi dùng thuốc giảm cân để dự đám cưới con gái,1
Việt Nam ghi nhận 56 ca đậu mùa khỉ,1
Gần 60 con giòi làm tổ trong hốc mũi người đàn ông,1
Người phụ nữ chi 108 USD mỗi tháng để trẻ hóa,0
Hơn 75% người ung thư vú phát hiện bệnh sớm,0
"Hơn 6.000 người ung thư, bệnh hiểm nghèo được hỗ trợ thuốc đặc trị",0
Các nhà khoa học cảnh báo về 'đại dịch tiếp theo',1
Công thức sống thọ của cựu ứng viên tổng thống Singapore,0
Bệnh viện Hoàn Mỹ Sài Gòn ứng dụng nhiều công nghệ mới,0
Sốc phản vệ sau 5 phút bị kiến đốt,1
Giun móc ký sinh khiến người đàn ông xuất huyết dạ dày,1
Sản phụ 130 kg bị tai biến nguy kịch,1
WHO cảnh báo sốt xuất huyết trở thành mối đe dọa lớn,1
Bác sĩ sản mang ứng dụng AI tầm soát ung thư đến xã đảo,0
Hoại tử da toàn thân do chữa sỏi thận bằng thuốc nam,1
Sửa dị tật tiết niệu cho cháu bé 5 tháng tuổi,1
Bệnh nhân ung thư chờ 2-4 tháng mới được xạ trị,1
Bác sĩ 2 viện chạy đua cứu sản phụ mắc bệnh tim,1
Nữ tiếp viên hàng không mắc ung thư do nhiễm bức xạ vũ trụ,1
8 thói quen để đảo ngược 6 năm tuổi sinh học,0
Ưu điểm của phẫu thuật Phaco trong điều trị đục thủy tinh thể,0
Viêm màng não do não mô cầu,1
9 cách giúp hệ tiêu hóa trẻ em khỏe mạnh,0
Giun sán dài 10 cm sống trong mắt người bệnh,1
Thực hư hiện tượng 'đổ mồ hôi thịt',1
Thủng trực tràng do ngồi lên bút bi dựng trên ghế,1
Loại thuốc giúp tăng 30% tỷ lệ sống sót sau mắc ung thư tử cung,0
Tai nạn hy hữu giải mã bí ẩn bộ não,1
Số người khám sức khỏe tiền hôn nhân còn 'khiêm tốn',1
3 người bỏng nặng do bị điện giật khi câu cá,1
Bệnh viện lớn 'mua sắm nhanh không thiếu thuốc' thế nào,1
Sắc vóc trẻ trung nhờ tập thể thao của cụ bà U80,0
Bệnh nhân nặng nhất vụ cháy chung cư xuất viện,1
Bé trai 4 tuổi mắc đái tháo đường,1
"Cách ăn uống giúp ngừa nhồi máu cơ tim, đột quỵ",0
Bệnh nhân ung thư sống thêm 33 năm khi chuyển về Vùng Xanh,0
Sinh mệnh bé nhỏ được sống nhờ ghép tế bào gốc,0
Cần Thơ dừng xây bệnh viện 1.700 tỷ đồng,0
Bé 5 tháng sốc sốt xuất huyết sau 3 ngày sốt nhẹ,1
Em bé bị chó cắn đứt lệ quản,1
Bội nhiễm toàn thân do tự chữa vảy nến,1
Bé gái mắc tay chân miệng nhịp tim 200 lần mỗi phút,1
Nhiều người đồng tính nam bị trầm cảm,1
Khám đau lưng phát hiện ung thư phổi di căn,1
Ung thư đại trực tràng tăng liên quan đồ ăn nhanh,1
Loét da do trị kiến ba khoang đốt sai cách,1
Triển vọng từ vaccine công nghệ mRNA,0
Tử vong sau một tháng bị chó nhà cắn,1
"Chơi ngoài bùn đất bẩn, bé trai sốc nhiễm khuẩn nặng",1
Nguy kịch sau khi ăn tiết canh,1
Hơn 3.200 viên sỏi trong túi mật người đàn ông,1
Người Việt tử vong do bệnh tim mạch nhiều gấp đôi ung thư,1
Suýt mất mạng do tự sinh con tại nhà,1
Nang lông là cơ quan xúc giác mới của con người,0
Cô gái bị đục thủy tinh thể sau 4 tháng mắc tiểu đường,1
Giảm hơn 20 cm vòng eo nhờ 'ngày xả hơi',0
TP HCM vào mùa bệnh hô hấp,1
Vết sẹo đeo bám tinh thần người bệnh ung thư,1
350.000 người Việt sống chung với ung thư,1
Huyết tương người đàn ông trắng đục như sữa,1
Bé trai 10 tuổi bị đột quỵ não,1
Nông dân bị trâu húc thủng bụng,1
Thái Lan có thể giảm một nửa dân số trong 60 năm tới,1
Bệnh viện đầu tiên phía Nam đạt chứng nhận bạc về điều trị suy tim,0
Cưới 4 năm không thể quan hệ do hội chứng co thắt âm đạo,1
Bé trai suýt mất mạng do nhiễm xoắn khuẩn hiếm gặp,1
Vì sao nhiều người sợ chú hề?,1
Bác sĩ Nguyễn Tri Thức đề xuất lắp máy xạ trị ung thư 3.000 tỷ,0
Chuỗi hoạt động nâng cao chất lượng chăm sóc sức khỏe sản phụ khoa,0
Triển lãm nghệ thuật chủ đề đôi mắt tại Đà Nẵng,0
Hai người ở Lâm Đồng mắc đậu mùa khỉ,1
Bé 4 tuổi tử vong nghi do viêm cơ tim tối cấp,1
Suýt chết do tự phá thai bằng thuốc,1
Nhiễm liên cầu lợn sau khi ăn miếng dồi,1
Đột quỵ sau nhiều năm uống thuốc tránh thai,1
Tiền mất tật mang từ miếng dán chân 'thải độc',1
Gen Z - thế hệ nói không với rượu,0
Người thứ hai được ghép tim lợn tử vong sau 6 tuần,1
Vượt lũ đưa người ung thư đi cấp cứu,0
"Bí quyết ngủ ngon, nhớ lâu của nhà thần kinh học Oxford",0
Mối nguy từ thói quen dùng điện thoại khi đi vệ sinh,1
Bé gái bị 4 con chó tấn công,1
"Bệnh viện miền Tây tái diễn thiếu máu, Bộ Y tế đề nghị kỷ luật",1
Một nạn nhân vụ xe khách đâm liên hoàn ở Lạng Sơn nguy kịch,1
Người phụ nữ suýt mù sau thủ thuật xóa bọng mắt,1
7 thói quen giúp con người sống lâu hơn 20 năm,0
"Vỡ gan, thủng ruột do tai nạn từ máy bào gỗ",1
Xả stress nhờ xem phim kinh dị,0
Khâu 15 m chỉ cứu khuôn mặt thiếu nữ bị tai nạn giao thông,1
"Đi chữa răng, người đàn ông ngộ độc thuốc tê toàn thân",1
Bé gái xuất huyết dưới da hiếm gặp,1
Liệu pháp miễn dịch kéo dài sự sống cho người ung thư gan,0
Sharon Stone từng bị thao túng tâm lý trong y tế,1
Suýt mất cả mẹ lẫn con do tai biến sản khoa hiếm gặp,1
Bé gái Australia đầu tiên chào đời nhờ kỹ thuật chữa hiếm muộn từ Việt Nam,0
Người phụ nữ U80 sở hữu thân hình như ngoài 50,0
FDA cảnh báo men vi sinh có thể gây tử vong ở trẻ sinh non,1
AI tiên đoán khả năng sống sót của bệnh nhân ung thư,0
"Thuốc lá điện tử đội lốt đồ chơi, thực phẩm",1
Vỡ vật hang do 'tự sướng',1
Khám nam khoa bất ngờ phát hiện bệnh tim,1
Bệnh viện 'cán bộ' sẽ thành trung tâm lão khoa toàn diện hạng đặc biệt,0
Người đi khám bệnh sẽ không cần khai tiền sử đau ốm,0
Diệt đám rối thần kinh giảm đau cho người ung thư,0
Nhiều người dưới 45 tuổi đột quỵ,1
Bị hàng chục con rận mu làm tổ ở vùng kín,1
"Từ chối điều trị, người bệnh tự rút ngắn sự sống",1
Bí quyết có ngoại hình trẻ trung của nữ KOL U65,0
Tập thể dục tác dụng điều trị rối loạn cương dương ngang Viagra,0
Suýt hỏng thận do uống viên trắng da không rõ nguồn gốc,1
2 lần chiến thắng ung thư của bé gái 13 tuổi,0
Vật lộn với chứng trầm cảm theo mùa,0
Ghép tế bào gốc kéo dài thời gian sống cho người ung thư máu,0
Hội thảo can thiệp sớm rối loạn phổ tự kỷ,0
TP HCM giải thể bệnh viện dã chiến Covid cuối cùng,0
"Tưởng bệnh đường ruột, hóa ung thư gan",1
Bị nhện độc cắn phù tay,1
6 thói quen giúp người đàn ông sống 100 tuổi,0
Bác sĩ Mỹ bị kiện vì dùng tinh trùng của mình thụ thai cho bệnh nhân,1
Shinpoong Daewoo ra mắt dòng sản phẩm chăm sóc sức khỏe mới,0
Cứu bệnh nhân bị chém gần đứt lìa chân,1
Bé trai di chứng suốt đời do nhét pin trong mũi,1
Nhiễm khuẩn nặng do chó cắn,1
Lở loét toàn thân sau tiêm thuốc tan mỡ giảm béo,1
Tranh cãi xét nghiệm máu giúp phát hiện sớm 50 loại ung thư,1
